year,occupation,age_bracket,count_k
2021,Computer Support Specialists,total,660.0
2022,Computer Support Specialists,age_16_19,4.0
2022,Computer Support Specialists,age_20_24,43.0
2022,Computer Support Specialists,age_25_34,206.0
2022,Computer Support Specialists,age_35_44,165.0
2022,Computer Support Specialists,age_45_54,136.0
2022,Computer Support Specialists,age_55_64,121.0
2022,Computer Support Specialists,age_65_plus,30.0
2022,Computer Support Specialists,total,704.0
2023,Computer Support Specialists,age_16_19,5.0
2023,Computer Support Specialists,age_20_24,44.0
2023,Computer Support Specialists,age_25_34,185.0
2023,Computer Support Specialists,age_35_44,186.0
2023,Computer Support Specialists,age_45_54,138.0
2023,Computer Support Specialists,age_55_64,104.0
2023,Computer Support Specialists,age_65_plus,25.0
2023,Computer Support Specialists,total,687.0
2024,Computer Support Specialists,age_16_19,1.0
2024,Computer Support Specialists,age_20_24,47.0
2024,Computer Support Specialists,age_25_34,160.0
2024,Computer Support Specialists,age_35_44,175.0
2024,Computer Support Specialists,age_45_54,121.0
2024,Computer Support Specialists,age_55_64,97.0
2024,Computer Support Specialists,age_65_plus,32.0
2024,Computer Support Specialists,total,633.0
2015,Computer Systems Analysts,age_16_19,1.0
2015,Computer Systems Analysts,age_20_24,26.0
2015,Computer Systems Analysts,age_25_34,142.0
2015,Computer Systems Analysts,age_35_44,160.0
2015,Computer Systems Analysts,age_45_54,125.0
2015,Computer Systems Analysts,age_55_64,82.0
2015,Computer Systems Analysts,age_65_plus,17.0
2015,Computer Systems Analysts,total,552.0
2016,Computer Systems Analysts,age_16_19,1.0
2016,Computer Systems Analysts,age_20_24,30.0
2016,Computer Systems Analysts,age_25_34,138.0
2016,Computer Systems Analysts,age_35_44,137.0
2016,Computer Systems Analysts,age_45_54,129.0
2016,Computer Systems Analysts,age_55_64,79.0
2016,Computer Systems Analysts,age_65_plus,12.0
2016,Computer Systems Analysts,total,526.0
2017,Computer Systems Analysts,age_16_19,0.0
2017,Computer Systems Analysts,age_20_24,34.0
2017,Computer Systems Analysts,age_25_34,137.0
2017,Computer Systems Analysts,age_35_44,132.0
2017,Computer Systems Analysts,age_45_54,136.0
2017,Computer Systems Analysts,age_55_64,96.0
2017,Computer Systems Analysts,age_65_plus,19.0
2017,Computer Systems Analysts,total,554.0
2018,Computer Systems Analysts,age_16_19,2.0
2018,Computer Systems Analysts,age_20_24,38.0
2018,Computer Systems Analysts,age_25_34,193.0
2018,Computer Systems Analysts,age_35_44,162.0
2018,Computer Systems Analysts,age_45_54,136.0
2018,Computer Systems Analysts,age_55_64,92.0
2018,Computer Systems Analysts,age_65_plus,29.0
2018,Computer Systems Analysts,total,652.0
2019,Computer Systems Analysts,age_16_19,1.0
2019,Computer Systems Analysts,age_20_24,59.0
2019,Computer Systems Analysts,age_25_34,191.0
2019,Computer Systems Analysts,age_35_44,181.0
2019,Computer Systems Analysts,age_45_54,121.0
2019,Computer Systems Analysts,age_55_64,94.0
2019,Computer Systems Analysts,age_65_plus,16.0
2019,Computer Systems Analysts,total,663.0
2020,Computer Systems Analysts,age_16_19,2.0
2020,Computer Systems Analysts,age_20_24,41.0
2020,Computer Systems Analysts,age_25_34,174.0
2020,Computer Systems Analysts,age_35_44,141.0
2020,Computer Systems Analysts,age_45_54,120.0
2020,Computer Systems Analysts,age_55_64,97.0
2020,Computer Systems Analysts,age_65_plus,19.0
2020,Computer Systems Analysts,total,594.0
2021,Computer Systems Analysts,age_16_19,2.0
2021,Computer Systems Analysts,age_20_24,17.0
2021,Computer Systems Analysts,age_25_34,125.0
2021,Computer Systems Analysts,age_35_44,127.0
2021,Computer Systems Analysts,age_45_54,92.0
2021,Computer Systems Analysts,age_55_64,83.0
2021,Computer Systems Analysts,age_65_plus,18.0
2021,Computer Systems Analysts,total,464.0
2022,Computer Systems Analysts,age_16_19,1.0
2022,Computer Systems Analysts,age_20_24,25.0
2022,Computer Systems Analysts,age_25_34,136.0
2022,Computer Systems Analysts,age_35_44,134.0
2022,Computer Systems Analysts,age_45_54,97.0
2022,Computer Systems Analysts,age_55_64,70.0
2022,Computer Systems Analysts,age_65_plus,39.0
2022,Computer Systems Analysts,total,501.0
2023,Computer Systems Analysts,age_16_19,2.0
2023,Computer Systems Analysts,age_20_24,25.0
2023,Computer Systems Analysts,age_25_34,130.0
2023,Computer Systems Analysts,age_35_44,121.0
2023,Computer Systems Analysts,age_45_54,119.0
2023,Computer Systems Analysts,age_55_64,88.0
2023,Computer Systems Analysts,age_65_plus,28.0
2023,Computer Systems Analysts,total,513.0
2024,Computer Systems Analysts,age_16_19,1.0
2024,Computer Systems Analysts,age_20_24,46.0
2024,Computer Systems Analysts,age_25_34,158.0
2024,Computer Systems Analysts,age_35_44,136.0
2024,Computer Systems Analysts,age_45_54,98.0
2024,Computer Systems Analysts,age_55_64,84.0
2024,Computer Systems Analysts,age_65_plus,24.0
2024,Computer Systems Analysts,total,547.0
2015,Database Administrators,age_16_19,0.0
2015,Database Administrators,age_20_24,1.0
2015,Database Administrators,age_25_34,17.0
2015,Database Administrators,age_35_44,20.0
2015,Database Administrators,age_45_54,31.0
2015,Database Administrators,age_55_64,20.0
2015,Database Administrators,age_65_plus,4.0
2015,Database Administrators,total,93.0
2016,Database Administrators,age_16_19,0.0
2016,Database Administrators,age_20_24,5.0
2016,Database Administrators,age_25_34,23.0
2016,Database Administrators,age_35_44,20.0
2016,Database Administrators,age_45_54,19.0
2016,Database Administrators,age_55_64,20.0
2016,Database Administrators,age_65_plus,2.0
2016,Database Administrators,total,90.0
2017,Database Administrators,age_16_19,0.0
2017,Database Administrators,age_20_24,5.0
2017,Database Administrators,age_25_34,31.0
2017,Database Administrators,age_35_44,17.0
2017,Database Administrators,age_45_54,26.0
2017,Database Administrators,age_55_64,16.0
2017,Database Administrators,age_65_plus,2.0
2017,Database Administrators,total,96.0
2018,Database Administrators,age_16_19,1.0
2018,Database Administrators,age_20_24,7.0
2018,Database Administrators,age_25_34,34.0
2018,Database Administrators,age_35_44,16.0
2018,Database Administrators,age_45_54,24.0
2018,Database Administrators,age_55_64,23.0
2018,Database Administrators,age_65_plus,3.0
2018,Database Administrators,total,108.0
2019,Database Administrators,age_16_19,0.0
2019,Database Administrators,age_20_24,5.0
2019,Database Administrators,age_25_34,21.0
2019,Database Administrators,age_35_44,29.0
2019,Database Administrators,age_45_54,27.0
2019,Database Administrators,age_55_64,18.0
2019,Database Administrators,age_65_plus,7.0
2019,Database Administrators,total,106.0
2020,Database Administrators,age_16_19,0.0
2020,Database Administrators,age_20_24,7.0
2020,Database Administrators,age_25_34,33.0
2020,Database Administrators,age_35_44,24.0
2020,Database Administrators,age_45_54,36.0
2020,Database Administrators,age_55_64,15.0
2020,Database Administrators,age_65_plus,6.0
2020,Database Administrators,total,121.0
2021,Database Administrators,age_16_19,0.0
2021,Database Administrators,age_20_24,1.0
2021,Database Administrators,age_25_34,31.0
2021,Database Administrators,age_35_44,19.0
2021,Database Administrators,age_45_54,32.0
2021,Database Administrators,age_55_64,27.0
2021,Database Administrators,age_65_plus,1.0
2021,Database Administrators,total,111.0
2022,Database Administrators,age_16_19,1.0
2022,Database Administrators,age_20_24,10.0
2022,Database Administrators,age_25_34,32.0
2022,Database Administrators,age_35_44,24.0
2022,Database Administrators,age_45_54,33.0
2022,Database Administrators,age_55_64,34.0
2022,Database Administrators,age_65_plus,4.0
2022,Database Administrators,total,137.0
2023,Database Administrators,age_16_19,0.0
2023,Database Administrators,age_20_24,3.0
2023,Database Administrators,age_25_34,28.0
2023,Database Administrators,age_35_44,31.0
2023,Database Administrators,age_45_54,28.0
2023,Database Administrators,age_55_64,30.0
2023,Database Administrators,age_65_plus,3.0
2023,Database Administrators,total,122.0
2024,Database Administrators,age_16_19,1.0
2024,Database Administrators,age_20_24,4.0
2024,Database Administrators,age_25_34,50.0
2024,Database Administrators,age_35_44,38.0
2024,Database Administrators,age_45_54,30.0
2024,Database Administrators,age_55_64,21.0
2024,Database Administrators,age_65_plus,4.0
2024,Database Administrators,total,148.0
2015,Information Security Analysts,age_16_19,0.0
2015,Information Security Analysts,age_20_24,2.0
2015,Information Security Analysts,age_25_34,17.0
2015,Information Security Analysts,age_35_44,19.0
2015,Information Security Analysts,age_45_54,16.0
2015,Information Security Analysts,age_55_64,12.0
2015,Information Security Analysts,age_65_plus,4.0
2015,Information Security Analysts,total,70.0
2016,Information Security Analysts,age_16_19,0.0
2016,Information Security Analysts,age_20_24,7.0
2016,Information Security Analysts,age_25_34,15.0
2016,Information Security Analysts,age_35_44,25.0
2016,Information Security Analysts,age_45_54,24.0
2016,Information Security Analysts,age_55_64,17.0
2016,Information Security Analysts,age_65_plus,1.0
2016,Information Security Analysts,total,89.0
2017,Information Security Analysts,age_16_19,0.0
2017,Information Security Analysts,age_20_24,6.0
2017,Information Security Analysts,age_25_34,24.0
2017,Information Security Analysts,age_35_44,32.0
2017,Information Security Analysts,age_45_54,26.0
2017,Information Security Analysts,age_55_64,16.0
2017,Information Security Analysts,age_65_plus,3.0
2017,Information Security Analysts,total,105.0
2018,Information Security Analysts,age_16_19,1.0
2018,Information Security Analysts,age_20_24,5.0
2018,Information Security Analysts,age_25_34,26.0
2018,Information Security Analysts,age_35_44,34.0
2018,Information Security Analysts,age_45_54,17.0
2018,Information Security Analysts,age_55_64,13.0
2018,Information Security Analysts,age_65_plus,3.0
2018,Information Security Analysts,total,97.0
2019,Information Security Analysts,age_16_19,1.0
2019,Information Security Analysts,age_20_24,12.0
2019,Information Security Analysts,age_25_34,46.0
2019,Information Security Analysts,age_35_44,31.0
2019,Information Security Analysts,age_45_54,18.0
2019,Information Security Analysts,age_55_64,15.0
2019,Information Security Analysts,age_65_plus,2.0
2019,Information Security Analysts,total,125.0
2020,Information Security Analysts,age_16_19,0.0
2020,Information Security Analysts,age_20_24,8.0
2020,Information Security Analysts,age_25_34,38.0
2020,Information Security Analysts,age_35_44,39.0
2020,Information Security Analysts,age_45_54,26.0
2020,Information Security Analysts,age_55_64,19.0
2020,Information Security Analysts,age_65_plus,6.0
2020,Information Security Analysts,total,137.0
2021,Information Security Analysts,age_16_19,2.0
2021,Information Security Analysts,age_20_24,9.0
2021,Information Security Analysts,age_25_34,30.0
2021,Information Security Analysts,age_35_44,45.0
2021,Information Security Analysts,age_45_54,33.0
2021,Information Security Analysts,age_55_64,21.0
2021,Information Security Analysts,age_65_plus,13.0
2021,Information Security Analysts,total,152.0
2022,Information Security Analysts,age_16_19,2.0
2022,Information Security Analysts,age_20_24,7.0
2022,Information Security Analysts,age_25_34,42.0
2022,Information Security Analysts,age_35_44,57.0
2022,Information Security Analysts,age_45_54,35.0
2022,Information Security Analysts,age_55_64,32.0
2022,Information Security Analysts,age_65_plus,3.0
2022,Information Security Analysts,total,178.0
2023,Information Security Analysts,age_16_19,0.0
2023,Information Security Analysts,age_20_24,17.0
2023,Information Security Analysts,age_25_34,67.0
2023,Information Security Analysts,age_35_44,54.0
2023,Information Security Analysts,age_45_54,54.0
2023,Information Security Analysts,age_55_64,33.0
2023,Information Security Analysts,age_65_plus,6.0
2023,Information Security Analysts,total,231.0
2024,Information Security Analysts,age_16_19,1.0
2024,Information Security Analysts,age_20_24,15.0
2024,Information Security Analysts,age_25_34,70.0
2024,Information Security Analysts,age_35_44,61.0
2024,Information Security Analysts,age_45_54,58.0
2024,Information Security Analysts,age_55_64,28.0
2024,Information Security Analysts,age_65_plus,10.0
2024,Information Security Analysts,total,243.0
2015,Network & Systems Admins,age_16_19,0.0
2015,Network & Systems Admins,age_20_24,8.0
2015,Network & Systems Admins,age_25_34,64.0
2015,Network & Systems Admins,age_35_44,65.0
2015,Network & Systems Admins,age_45_54,55.0
2015,Network & Systems Admins,age_55_64,23.0
2015,Network & Systems Admins,age_65_plus,3.0
2015,Network & Systems Admins,total,218.0
2016,Network & Systems Admins,age_16_19,0.0
2016,Network & Systems Admins,age_20_24,10.0
2016,Network & Systems Admins,age_25_34,52.0
2016,Network & Systems Admins,age_35_44,68.0
2016,Network & Systems Admins,age_45_54,61.0
2016,Network & Systems Admins,age_55_64,22.0
2016,Network & Systems Admins,age_65_plus,5.0
2016,Network & Systems Admins,total,218.0
2017,Network & Systems Admins,age_16_19,4.0
2017,Network & Systems Admins,age_20_24,11.0
2017,Network & Systems Admins,age_25_34,40.0
2017,Network & Systems Admins,age_35_44,62.0
2017,Network & Systems Admins,age_45_54,55.0
2017,Network & Systems Admins,age_55_64,29.0
2017,Network & Systems Admins,age_65_plus,9.0
2017,Network & Systems Admins,total,210.0
2018,Network & Systems Admins,age_16_19,0.0
2018,Network & Systems Admins,age_20_24,4.0
2018,Network & Systems Admins,age_25_34,56.0
2018,Network & Systems Admins,age_35_44,54.0
2018,Network & Systems Admins,age_45_54,52.0
2018,Network & Systems Admins,age_55_64,33.0
2018,Network & Systems Admins,age_65_plus,5.0
2018,Network & Systems Admins,total,204.0
2019,Network & Systems Admins,age_16_19,0.0
2019,Network & Systems Admins,age_20_24,8.0
2019,Network & Systems Admins,age_25_34,48.0
2019,Network & Systems Admins,age_35_44,65.0
2019,Network & Systems Admins,age_45_54,50.0
2019,Network & Systems Admins,age_55_64,25.0
2019,Network & Systems Admins,age_65_plus,4.0
2019,Network & Systems Admins,total,199.0
2020,Network & Systems Admins,age_16_19,0.0
2020,Network & Systems Admins,age_20_24,7.0
2020,Network & Systems Admins,age_25_34,54.0
2020,Network & Systems Admins,age_35_44,74.0
2020,Network & Systems Admins,age_45_54,62.0
2020,Network & Systems Admins,age_55_64,30.0
2020,Network & Systems Admins,age_65_plus,11.0
2020,Network & Systems Admins,total,238.0
2021,Network & Systems Admins,age_16_19,1.0
2021,Network & Systems Admins,age_20_24,5.0
2021,Network & Systems Admins,age_25_34,49.0
2021,Network & Systems Admins,age_35_44,57.0
2021,Network & Systems Admins,age_45_54,54.0
2021,Network & Systems Admins,age_55_64,38.0
2021,Network & Systems Admins,age_65_plus,8.0
2021,Network & Systems Admins,total,212.0
2022,Network & Systems Admins,age_16_19,0.0
2022,Network & Systems Admins,age_20_24,7.0
2022,Network & Systems Admins,age_25_34,56.0
2022,Network & Systems Admins,age_35_44,59.0
2022,Network & Systems Admins,age_45_54,44.0
2022,Network & Systems Admins,age_55_64,47.0
2022,Network & Systems Admins,age_65_plus,4.0
2022,Network & Systems Admins,total,217.0
2023,Network & Systems Admins,age_16_19,0.0
2023,Network & Systems Admins,age_20_24,4.0
2023,Network & Systems Admins,age_25_34,47.0
2023,Network & Systems Admins,age_35_44,64.0
2023,Network & Systems Admins,age_45_54,51.0
2023,Network & Systems Admins,age_55_64,33.0
2023,Network & Systems Admins,age_65_plus,3.0
2023,Network & Systems Admins,total,202.0
2024,Network & Systems Admins,age_16_19,0.0
2024,Network & Systems Admins,age_20_24,7.0
2024,Network & Systems Admins,age_25_34,26.0
2024,Network & Systems Admins,age_35_44,42.0
2024,Network & Systems Admins,age_45_54,38.0
2024,Network & Systems Admins,age_55_64,37.0
2024,Network & Systems Admins,age_65_plus,5.0
2024,Network & Systems Admins,total,154.0
2015,Software Developers,age_16_19,1.0
2015,Software Developers,age_20_24,74.0
2015,Software Developers,age_25_34,438.0
2015,Software Developers,age_35_44,387.0
2015,Software Developers,age_45_54,280.0
2015,Software Developers,age_55_64,148.0
2015,Software Developers,age_65_plus,25.0
2015,Software Developers,total,1353.0
2016,Software Developers,age_16_19,6.0
2016,Software Developers,age_20_24,79.0
2016,Software Developers,age_25_34,490.0
2016,Software Developers,age_35_44,404.0
2016,Software Developers,age_45_54,302.0
2016,Software Developers,age_55_64,168.0
2016,Software Developers,age_65_plus,35.0
2016,Software Developers,total,1483.0
2017,Software Developers,age_16_19,5.0
2017,Software Developers,age_20_24,80.0
2017,Software Developers,age_25_34,526.0
2017,Software Developers,age_35_44,433.0
2017,Software Developers,age_45_54,277.0
2017,Software Developers,age_55_64,175.0
2017,Software Developers,age_65_plus,40.0
2017,Software Developers,total,1536.0
2018,Software Developers,age_16_19,1.0
2018,Software Developers,age_20_24,99.0
2018,Software Developers,age_25_34,595.0
2018,Software Developers,age_35_44,462.0
2018,Software Developers,age_45_54,291.0
2018,Software Developers,age_55_64,200.0
2018,Software Developers,age_65_plus,34.0
2018,Software Developers,total,1682.0
2019,Software Developers,age_16_19,2.0
2019,Software Developers,age_20_24,111.0
2019,Software Developers,age_25_34,640.0
2019,Software Developers,age_35_44,496.0
2019,Software Developers,age_45_54,313.0
2019,Software Developers,age_55_64,195.0
2019,Software Developers,age_65_plus,56.0
2019,Software Developers,total,1815.0
2020,Software Developers,age_16_19,4.0
2020,Software Developers,age_20_24,109.0
2020,Software Developers,age_25_34,675.0
2020,Software Developers,age_35_44,529.0
2020,Software Developers,age_45_54,303.0
2020,Software Developers,age_55_64,220.0
2020,Software Developers,age_65_plus,43.0
2020,Software Developers,total,1883.0
2021,Software Developers,age_16_19,4.0
2021,Software Developers,age_20_24,122.0
2021,Software Developers,age_25_34,700.0
2021,Software Developers,age_35_44,523.0
2021,Software Developers,age_45_54,338.0
2021,Software Developers,age_55_64,205.0
2021,Software Developers,age_65_plus,40.0
2021,Software Developers,total,1932.0
2022,Software Developers,age_16_19,0.0
2022,Software Developers,age_20_24,133.0
2022,Software Developers,age_25_34,746.0
2022,Software Developers,age_35_44,553.0
2022,Software Developers,age_45_54,376.0
2022,Software Developers,age_55_64,234.0
2022,Software Developers,age_65_plus,43.0
2022,Software Developers,total,2085.0
2023,Software Developers,age_16_19,7.0
2023,Software Developers,age_20_24,132.0
2023,Software Developers,age_25_34,779.0
2023,Software Developers,age_35_44,582.0
2023,Software Developers,age_45_54,349.0
2023,Software Developers,age_55_64,220.0
2023,Software Developers,age_65_plus,65.0
2023,Software Developers,total,2134.0
2024,Software Developers,age_16_19,3.0
2024,Software Developers,age_20_24,129.0
2024,Software Developers,age_25_34,742.0
2024,Software Developers,age_35_44,567.0
2024,Software Developers,age_45_54,366.0
2024,Software Developers,age_55_64,230.0
2024,Software Developers,age_65_plus,40.0
2024,Software Developers,total,2077.0
